# MillDynamics2 Simulation Export
# ExportedAt: 2026-08-15T15:56:59.964Z
# Parameter Metadata Block:
#   D (Mill Diameter): 1 m
#   margin (Domain Margin): 0.012 -
#   nLifters (Lifter Count): 8 -
#   hLifter (Lifter Height): 0.025 m
#   wLifter (Lifter Width): 0.02 m
#   alphaLifter (Lifter Face Angle): 0 deg
#   speedFraction (Speed Fraction): 65 %Nc
#   rotDirection (Rotation Direction): CCW -
#   gravity (Gravity): 9.81 m/s²
#   fillJ (Fill Fraction (J)): 0.3 -
#   thetaRepose (Dynamic Angle of Repose): 40 deg
#   porosity (Bed Porosity (ε)): 0.4 -
#   dp (Media Diameter (dp)): 0.002 m
#   kSlip (Charge Slip Factor): 0.85 -
#   rho (Slurry Density): 1800 kg/m³
#   rheologyMode (Rheology Mode): herschel-bulkley -
#   K (Consistency Index (K)): 0.5 Pa·sⁿ
#   n (Flow Index (n)): 0.7 -
#   tauY (Yield Stress (τy)): 5 Pa
#   m (Regularization (m)): 1000 s
#   muMin (Min Viscosity Clamp): 0.0001 Pa·s
#   muMax (Max Viscosity Clamp): 1000 Pa·s
#   A_ergun (Ergun Viscous Const (A)): 150 -
#   B_ergun (Forchheimer Inertial Const (B)): 1.75 -
#   C_gamma (Pore Shear Constant (Cγ)): 1 -
#   closureSource (Closure Source): manual -
#   N (Grid Resolution (N)): 128 -
#   nSub (Sub-steps per frame): 1 -
#   cfl (CFL Number): 2 -
#   maxDt (Max Time Step (Δt)): 0.002 s
#   fixedDt (Fixed Time Step (0=adaptive)): 0 s
#   nVisc (Viscous Iterations): 12 -
#   etaPenal (Penalization Time (η)): 0.0001 s
#   advectionScheme (Advection Scheme): maccormack -
#   N_rve (RVE Resolution): 256 -
#   rvePhi (RVE Solid Fraction (1-ε)): 0.6 -
#   rvePacking (RVE Packing): hexagonal -
#   rveSeed (RVE PRNG Seed): 12345 -
#   rveFx (RVE Body Force (fx)): 1 m/s²
# Derived Parameters:
#   Mill Radius R: 0.5000 m
#   Domain Size L: 1.0240 m
#   Cell Size dx: 8.000 mm
#   Critical Speed Nc: 42.34 rpm (0.706 rev/s)
#   Angular Velocity omega: 2.8820 rad/s
#   Tip Speed: 1.441 m/s
#   Permeability K_perm: 4.7407e-9 m^2
#   Pore Shear Rate: 7848.3 s^-1
#
time_s,dt_s,torque_Nm_m,power_W_m,mean_shear_bed_s1,mean_shear_free_s1,max_vel_m_s,yielded_fraction,kinetic_energy_J_m,max_div_s1
0.0020,2.0000e-3,47794.364,137744.502,0.00,0.00,1.5952,0.0000,757.5667,3.1453e-5
0.0220,2.0000e-3,2458.853,7086.474,1.16,7.63,1.4922,0.9998,1006.3167,5.4582e-6
0.0420,2.0000e-3,2303.920,6639.954,1.15,7.50,1.4922,0.9998,1016.4453,4.9154e-6
0.0620,2.0000e-3,2254.035,6496.183,1.16,7.39,1.5310,0.9998,1023.0873,4.9492e-6
0.0820,2.0000e-3,2251.866,6489.932,1.17,7.27,1.5530,0.9998,1028.6232,4.5950e-6
0.1020,2.0000e-3,2261.330,6517.206,1.16,7.15,1.5790,0.9996,1033.4389,4.4359e-6
0.1220,2.0000e-3,2241.487,6460.019,1.16,7.05,1.5727,0.9996,1037.6884,4.3248e-6
0.1420,2.0000e-3,2206.821,6360.112,1.17,6.96,1.5662,0.9997,1041.5938,4.2357e-6
0.1620,2.0000e-3,2176.437,6272.543,1.16,6.87,1.5306,0.9997,1045.4379,4.3599e-6
0.1820,2.0000e-3,2156.664,6215.558,1.15,6.78,1.5039,0.9997,1049.1712,4.5665e-6
0.2020,2.0000e-3,2146.338,6185.797,1.15,6.67,1.4913,0.9995,1052.6963,4.8690e-6
0.2220,2.0000e-3,2141.538,6171.965,1.15,6.56,1.4918,0.9995,1056.0169,4.8770e-6
0.2420,2.0000e-3,2138.993,6164.630,1.15,6.44,1.4922,0.9988,1059.1641,4.9841e-6
0.2620,2.0000e-3,2133.192,6147.909,1.15,6.33,1.4920,0.9993,1062.0994,4.9718e-6
0.2820,2.0000e-3,2129.345,6136.822,1.15,6.22,1.5037,0.9995,1064.9014,4.9445e-6
0.3020,2.0000e-3,2128.273,6133.733,1.15,6.11,1.5109,0.9996,1067.5840,5.0386e-6
0.3220,2.0000e-3,2127.961,6132.834,1.15,6.02,1.5321,0.9995,1070.1048,4.7416e-6
0.3420,2.0000e-3,2147.811,6190.042,1.16,5.92,1.5290,0.9996,1072.5639,4.8210e-6
0.3620,2.0000e-3,2179.865,6282.424,1.16,5.83,1.5433,0.9996,1075.1108,4.6051e-6
0.3820,2.0000e-3,2192.211,6318.003,1.16,5.77,1.5558,0.9997,1077.5418,4.2192e-6
0.4020,2.0000e-3,2174.540,6267.076,1.16,5.72,1.5604,0.9997,1079.8980,4.1525e-6
0.4220,2.0000e-3,2153.715,6207.057,1.16,5.69,1.5544,0.9995,1082.3266,4.3685e-6
