# MillDynamics2 Simulation Export
# ExportedAt: 2026-08-16T11:17:23.280Z
# Parameter Metadata Block:
#   D (Mill Diameter): 1 m
#   margin (Domain Margin): 0.012 -
#   nLifters (Lifter Count): 8 -
#   hLifter (Lifter Height): 0.025 m
#   wLifter (Lifter Width): 0.02 m
#   alphaLifter (Lifter Face Angle): 0 deg
#   millRpm (Mill Speed): 31.755347989391172 rpm
#   rotDirection (Rotation Direction): CCW -
#   gravity (Gravity): 9.81 m/s²
#   fillJ (Fill Fraction (J)): 0.3 -
#   thetaRepose (Dynamic Angle of Repose): 40 deg
#   porosity (Bed Porosity (ε)): 0.4 -
#   dp (Media Diameter (dp)): 0.002 m
#   kSlip (Charge Slip Factor): 0.85 -
#   rho (Slurry Density): 1800 kg/m³
#   rheologyMode (Rheology Mode): herschel-bulkley -
#   K (Viscosity / Consistency (K)): 0.5 Pa·sⁿ
#   n (Flow Index (n)): 0.7 -
#   tauY (Yield Stress (τy)): 5 Pa
#   m (Regularization (m)): 1000 s
#   muMin (Min Viscosity Clamp): 0.0001 Pa·s
#   muMax (Max Viscosity Clamp): 1000 Pa·s
#   A_ergun (Ergun Viscous Const (A)): 150 -
#   B_ergun (Forchheimer Inertial Const (B)): 1.75 -
#   C_gamma (Pore Shear Constant (Cγ)): 1 -
#   closureSource (Closure Source): manual -
#   N (Grid Resolution (N)): 128 -
#   nSub (Sub-steps per frame): 1 -
#   cfl (CFL Number): 2 -
#   maxDt (Max Time Step (Δt)): 0.002 s
#   fixedDt (Fixed Time Step (0=adaptive)): 0 s
#   nVisc (Viscous Iterations): 12 -
#   etaPenal (Penalization Time (η)): 0.0001 s
#   advectionScheme (Advection Scheme): maccormack -
#   N_rve (RVE Resolution): 256 -
#   rvePhi (RVE Solid Fraction (1-ε)): 0.6 -
#   rvePacking (RVE Packing): hexagonal -
#   rveSeed (RVE PRNG Seed): 12345 -
#   rveFx (RVE Body Force (fx)): 1 m/s²
# Derived Parameters:
#   Mill Radius R: 0.5000 m
#   Domain Size L: 1.0240 m
#   Cell Size dx: 8.000 mm
#   Critical Speed Nc: 42.34 rpm (0.706 rev/s)
#   Speed Fraction: 75.00 %Nc
#   Angular Velocity omega: 3.3254 rad/s
#   Tip Speed: 1.663 m/s
#   Permeability K_perm: 4.7407e-9 m^2
#   Pore Shear Rate: 9055.7 s^-1
#
time_s,dt_s,torque_Nm_m,power_W_m,mean_shear_bed_s1,mean_shear_free_s1,max_vel_m_s,yielded_fraction,kinetic_energy_J_m,max_div_s1
0.0020,2.0000e-3,54894.902,182548.181,0.00,0.00,1.8305,0.0000,1012.7011,3.6074e-5
0.0220,2.0000e-3,2872.217,9551.305,1.35,8.79,1.7319,0.9998,1347.5514,6.7092e-6
0.0420,2.0000e-3,2692.213,8952.717,1.34,8.63,1.7314,1.0000,1361.6725,5.5499e-6
0.0620,2.0000e-3,2644.645,8794.536,1.35,8.49,1.7742,1.0000,1371.2359,5.5857e-6
0.0820,2.0000e-3,2652.515,8820.705,1.36,8.34,1.7894,0.9999,1379.3298,5.3394e-6
0.1020,2.0000e-3,2638.021,8772.507,1.35,8.21,1.8203,1.0000,1386.2540,4.8197e-6
0.1220,2.0000e-3,2590.629,8614.911,1.36,8.09,1.7927,0.9999,1392.4933,4.9255e-6
0.1420,2.0000e-3,2549.274,8477.386,1.35,7.98,1.7517,0.9998,1398.5469,4.9996e-6
0.1620,2.0000e-3,2525.251,8397.500,1.34,7.86,1.7302,1.0000,1404.3588,5.4237e-6
0.1820,2.0000e-3,2513.200,8357.425,1.34,7.71,1.7307,0.9999,1409.8327,5.7052e-6
0.2020,2.0000e-3,2508.568,8342.023,1.34,7.57,1.7311,0.9998,1414.9893,5.6719e-6
0.2220,2.0000e-3,2502.117,8320.571,1.33,7.43,1.7309,0.9996,1419.8022,5.5988e-6
0.2420,2.0000e-3,2496.521,8301.962,1.33,7.28,1.7633,0.9993,1424.3254,5.5150e-6
0.2620,2.0000e-3,2493.532,8292.022,1.33,7.14,1.7711,0.9999,1428.6419,5.8038e-6
0.2820,2.0000e-3,2490.408,8281.632,1.34,7.02,1.7956,1.0000,1432.6798,5.7382e-6
0.3020,2.0000e-3,2516.942,8369.869,1.35,6.90,1.7918,0.9998,1436.6640,5.3511e-6
0.3220,2.0000e-3,2557.699,8505.405,1.35,6.80,1.8143,0.9999,1440.6856,5.1143e-6
0.3420,2.0000e-3,2555.200,8497.093,1.35,6.73,1.8209,1.0000,1444.4825,4.9865e-6
0.3620,2.0000e-3,2525.519,8398.392,1.35,6.69,1.8168,0.9999,1448.3080,4.7538e-6
0.3820,2.0000e-3,2499.035,8310.322,1.34,6.66,1.7996,1.0000,1452.5474,5.2805e-6
0.4020,2.0000e-3,2483.364,8258.208,1.34,6.61,1.7879,0.9998,1456.9787,5.4199e-6
0.4220,2.0000e-3,2480.290,8247.987,1.34,6.54,1.7746,1.0000,1461.4277,5.4716e-6
0.4420,2.0000e-3,2479.071,8243.934,1.34,6.45,1.7495,0.9998,1465.8237,5.7882e-6
0.4620,2.0000e-3,2473.357,8224.930,1.33,6.35,1.7304,0.9996,1470.0320,5.7218e-6
0.4820,2.0000e-3,2469.865,8213.321,1.33,6.24,1.7308,0.9993,1474.0095,5.7874e-6
0.5020,2.0000e-3,2468.829,8209.874,1.33,6.12,1.7308,0.9999,1477.7101,5.7489e-6
0.5220,2.0000e-3,2467.448,8205.281,1.34,6.01,1.7300,0.9999,1481.1295,5.3983e-6
0.5420,2.0000e-3,2499.036,8310.326,1.35,5.90,1.7297,0.9999,1484.5466,5.3863e-6
0.5620,2.0000e-3,2537.329,8437.666,1.34,5.79,1.7291,1.0000,1487.8720,5.1763e-6
0.5820,2.0000e-3,2524.695,8395.651,1.35,5.70,1.7288,1.0000,1490.9380,4.9775e-6
0.6020,2.0000e-3,2496.209,8300.924,1.35,5.63,1.7291,1.0000,1494.0206,5.0535e-6
0.6220,2.0000e-3,2470.605,8215.779,1.34,5.57,1.7298,0.9999,1497.4682,5.0814e-6
0.6420,2.0000e-3,2460.211,8181.216,1.34,5.50,1.7302,0.9997,1501.0615,5.4473e-6
0.6620,2.0000e-3,2459.051,8177.358,1.33,5.42,1.7306,0.9998,1504.6576,5.7413e-6
0.6820,2.0000e-3,2458.904,8176.868,1.33,5.33,1.7309,0.9998,1508.1931,5.7175e-6
0.7020,2.0000e-3,2454.838,8163.349,1.33,5.24,1.7302,0.9996,1511.5720,5.4873e-6
0.7220,2.0000e-3,2452.550,8155.740,1.33,5.15,1.7310,0.9997,1514.7520,5.4821e-6
0.7420,2.0000e-3,2454.339,8161.690,1.33,5.06,1.7306,0.9997,1517.7535,5.7168e-6
0.7620,2.0000e-3,2461.997,8187.156,1.34,4.97,1.7300,0.9997,1520.6048,5.6644e-6
0.7820,2.0000e-3,2498.693,8309.183,1.35,4.87,1.7297,0.9999,1523.5962,5.3219e-6
0.8020,2.0000e-3,2530.044,8413.439,1.34,4.78,1.7289,0.9998,1526.4358,5.1079e-6
0.8220,2.0000e-3,2509.236,8344.243,1.35,4.70,1.7288,0.9999,1529.1049,5.0737e-6
0.8420,2.0000e-3,2481.053,8250.523,1.34,4.64,1.7293,0.9998,1531.9312,4.9667e-6
0.8620,2.0000e-3,2460.398,8181.837,1.34,4.58,1.7299,0.9998,1535.1199,5.3424e-6
0.8820,2.0000e-3,2452.487,8155.529,1.33,4.50,1.7304,0.9997,1538.3650,5.5043e-6
0.9020,2.0000e-3,2451.767,8153.136,1.33,4.41,1.7308,0.9997,1541.5519,5.4371e-6
0.9220,2.0000e-3,2453.263,8158.110,1.33,4.32,1.7310,0.9996,1544.6315,5.7900e-6
0.9420,2.0000e-3,2451.115,8150.969,1.32,4.23,1.7305,0.9997,1547.5616,5.7260e-6
0.9620,2.0000e-3,2452.517,8155.631,1.32,4.15,1.7313,0.9991,1550.3594,5.7863e-6
0.9820,2.0000e-3,2456.019,8167.274,1.33,4.07,1.7308,0.9993,1553.0184,5.7057e-6
1.0020,2.0000e-3,2472.964,8223.623,1.33,3.99,1.7302,0.9995,1555.5937,5.3150e-6
1.0220,2.0000e-3,2510.927,8349.866,1.34,3.90,1.7298,0.9996,1558.3207,5.3820e-6
1.0420,2.0000e-3,2532.109,8420.305,1.34,3.82,1.7290,0.9999,1560.8528,5.1467e-6
1.0620,2.0000e-3,2505.231,8330.925,1.35,3.75,1.7291,0.9997,1563.2401,5.0131e-6
1.0820,2.0000e-3,2478.644,8242.512,1.33,3.70,1.7297,0.9992,1565.8674,5.1188e-6
1.1020,2.0000e-3,2459.446,8178.672,1.33,3.64,1.7304,0.9994,1568.7602,5.1627e-6
1.1220,2.0000e-3,2454.627,8162.647,1.32,3.56,1.7309,0.9992,1571.6162,5.5037e-6
1.1420,2.0000e-3,2455.187,8164.509,1.32,3.46,1.7313,0.9996,1574.3402,5.7958e-6
1.1620,2.0000e-3,2455.016,8163.940,1.32,3.37,1.7314,0.9998,1576.8702,5.8168e-6
1.1820,2.0000e-3,2455.910,8166.914,1.32,3.29,1.7314,0.9996,1579.2003,5.5918e-6
1.2020,2.0000e-3,2459.788,8179.810,1.32,3.21,1.7320,0.9995,1581.3125,5.5853e-6
1.2220,2.0000e-3,2463.518,8192.214,1.32,3.14,1.7313,0.9997,1583.2043,5.6391e-6
1.2420,2.0000e-3,2484.085,8260.608,1.33,3.06,1.7308,0.9993,1584.9329,5.6184e-6
1.2620,2.0000e-3,2526.602,8401.993,1.34,2.98,1.7303,0.9996,1586.6376,5.3024e-6
1.2820,2.0000e-3,2537.168,8437.128,1.33,2.90,1.7301,0.9996,1587.9906,5.1243e-6
1.3020,2.0000e-3,2509.886,8346.407,1.34,2.83,1.7304,0.9994,1589.1499,5.0665e-6
1.3220,2.0000e-3,2482.794,8256.313,1.33,2.80,1.7309,0.9996,1590.6830,4.9316e-6
1.3420,2.0000e-3,2464.354,8194.992,1.32,2.76,1.7313,0.9994,1592.6181,5.4350e-6
1.3620,2.0000e-3,2460.201,8181.181,1.32,2.70,1.7316,0.9993,1594.6534,5.6628e-6
1.3820,2.0000e-3,2460.026,8180.600,1.31,2.64,1.7319,0.9992,1596.6034,5.6110e-6
1.4020,2.0000e-3,2462.648,8189.319,1.31,2.57,1.7317,0.9993,1598.3489,5.8029e-6
1.4220,2.0000e-3,2461.558,8185.695,1.31,2.51,1.7323,0.9993,1599.8471,5.6649e-6
1.4420,2.0000e-3,2464.073,8194.058,1.31,2.45,1.7326,0.9994,1601.1130,5.8386e-6
1.4620,2.0000e-3,2469.795,8213.086,1.31,2.38,1.7318,0.9996,1602.1293,5.7539e-6
1.4820,2.0000e-3,2496.232,8300.999,1.32,2.31,1.7313,0.9993,1603.0437,5.3281e-6
1.5020,2.0000e-3,2537.882,8439.504,1.32,2.25,1.7307,0.9993,1603.8504,5.3143e-6
1.5220,2.0000e-3,2539.389,8444.516,1.32,2.19,1.7309,0.9993,1604.2558,5.0377e-6
