# MillDynamics2 Simulation Export
# ExportedAt: 2026-08-15T16:00:19.017Z
# Parameter Metadata Block:
#   D (Mill Diameter): 1 m
#   margin (Domain Margin): 0.012 -
#   nLifters (Lifter Count): 8 -
#   hLifter (Lifter Height): 0.025 m
#   wLifter (Lifter Width): 0.02 m
#   alphaLifter (Lifter Face Angle): 0 deg
#   speedFraction (Speed Fraction): 95 %Nc
#   rotDirection (Rotation Direction): CCW -
#   gravity (Gravity): 9.81 m/s²
#   fillJ (Fill Fraction (J)): 0.3 -
#   thetaRepose (Dynamic Angle of Repose): 40 deg
#   porosity (Bed Porosity (ε)): 0.4 -
#   dp (Media Diameter (dp)): 0.002 m
#   kSlip (Charge Slip Factor): 0.85 -
#   rho (Slurry Density): 1800 kg/m³
#   rheologyMode (Rheology Mode): herschel-bulkley -
#   K (Consistency Index (K)): 0.5 Pa·sⁿ
#   n (Flow Index (n)): 0.7 -
#   tauY (Yield Stress (τy)): 5 Pa
#   m (Regularization (m)): 1000 s
#   muMin (Min Viscosity Clamp): 0.0001 Pa·s
#   muMax (Max Viscosity Clamp): 1000 Pa·s
#   A_ergun (Ergun Viscous Const (A)): 150 -
#   B_ergun (Forchheimer Inertial Const (B)): 1.75 -
#   C_gamma (Pore Shear Constant (Cγ)): 1 -
#   closureSource (Closure Source): manual -
#   N (Grid Resolution (N)): 128 -
#   nSub (Sub-steps per frame): 1 -
#   cfl (CFL Number): 2 -
#   maxDt (Max Time Step (Δt)): 0.002 s
#   fixedDt (Fixed Time Step (0=adaptive)): 0 s
#   nVisc (Viscous Iterations): 12 -
#   etaPenal (Penalization Time (η)): 0.0001 s
#   advectionScheme (Advection Scheme): maccormack -
#   N_rve (RVE Resolution): 256 -
#   rvePhi (RVE Solid Fraction (1-ε)): 0.6 -
#   rvePacking (RVE Packing): hexagonal -
#   rveSeed (RVE PRNG Seed): 12345 -
#   rveFx (RVE Body Force (fx)): 1 m/s²
# Derived Parameters:
#   Mill Radius R: 0.5000 m
#   Domain Size L: 1.0240 m
#   Cell Size dx: 8.000 mm
#   Critical Speed Nc: 42.34 rpm (0.706 rev/s)
#   Angular Velocity omega: 4.2122 rad/s
#   Tip Speed: 2.106 m/s
#   Permeability K_perm: 4.7407e-9 m^2
#   Pore Shear Rate: 11470.6 s^-1
#
time_s,dt_s,torque_Nm_m,power_W_m,mean_shear_bed_s1,mean_shear_free_s1,max_vel_m_s,yielded_fraction,kinetic_energy_J_m,max_div_s1
0.0020,2.0000e-3,69231.746,291617.188,0.00,0.00,2.3352,0.0000,1625.2076,4.6213e-5
0.0220,2.0000e-3,3644.516,15351.389,1.71,11.11,2.1814,0.9999,2151.4001,1.0560e-5
0.0420,2.0000e-3,3425.359,14428.258,1.71,10.92,2.2077,0.9999,2175.7151,7.8036e-6
0.0620,2.0000e-3,3400.736,14324.544,1.73,10.72,2.2754,0.9999,2193.1384,6.5912e-6
0.0820,2.0000e-3,3364.593,14172.303,1.72,10.53,2.3138,0.9999,2207.3571,6.1928e-6
0.1020,2.0000e-3,3284.051,13833.043,1.72,10.37,2.2947,0.9998,2219.9127,6.3207e-6
0.1220,2.0000e-3,3226.105,13588.964,1.71,10.20,2.2299,0.9998,2231.9048,6.7165e-6
0.1420,2.0000e-3,3198.261,13471.680,1.70,10.00,2.1798,0.9999,2243.0127,6.9123e-6
0.1620,2.0000e-3,3182.995,13407.374,1.70,9.79,2.1861,0.9986,2253.3550,7.3470e-6
0.1820,2.0000e-3,3168.088,13344.584,1.70,9.59,2.2265,0.9997,2262.8925,7.0351e-6
0.2020,2.0000e-3,3159.605,13308.853,1.70,9.38,2.2498,0.9999,2271.7535,7.1769e-6
0.2220,2.0000e-3,3152.842,13280.366,1.70,9.18,2.2900,0.9998,2279.9578,7.1641e-6
0.2420,2.0000e-3,3196.289,13463.372,1.72,9.00,2.3068,0.9999,2287.8468,6.6957e-6
0.2620,2.0000e-3,3243.420,13661.897,1.71,8.87,2.3295,0.9998,2295.6059,6.2482e-6
0.2820,2.0000e-3,3209.035,13517.063,1.72,8.79,2.3376,0.9998,2303.0117,6.1966e-6
0.3020,2.0000e-3,3170.010,13352.683,1.71,8.76,2.3289,0.9998,2311.1988,6.6349e-6
0.3220,2.0000e-3,3148.156,13260.628,1.70,8.69,2.3241,0.9998,2319.9846,6.6665e-6
0.3420,2.0000e-3,3139.306,13223.351,1.70,8.59,2.2988,0.9997,2328.8533,7.2716e-6
0.3620,2.0000e-3,3127.299,13172.774,1.69,8.45,2.2269,0.9993,2337.3643,6.9694e-6
0.3820,2.0000e-3,3116.608,13127.743,1.69,8.28,2.1798,0.9998,2345.2402,7.2314e-6
0.4020,2.0000e-3,3115.784,13124.269,1.69,8.10,2.1796,0.9998,2352.3726,7.1257e-6
0.4220,2.0000e-3,3144.330,13244.512,1.71,7.92,2.1791,0.9997,2358.9715,6.9149e-6
