# MillDynamics2 Simulation Export
# ExportedAt: 2026-08-15T15:35:30.025Z
# Parameter Metadata Block:
#   D (Mill Diameter): 1 m
#   margin (Domain Margin): 0.012 -
#   nLifters (Lifter Count): 8 -
#   hLifter (Lifter Height): 0.025 m
#   wLifter (Lifter Width): 0.02 m
#   alphaLifter (Lifter Face Angle): 0 deg
#   speedFraction (Speed Fraction): 75 %Nc
#   rotDirection (Rotation Direction): CCW -
#   gravity (Gravity): 9.81 m/s²
#   fillJ (Fill Fraction (J)): 0.3 -
#   thetaRepose (Dynamic Angle of Repose): 40 deg
#   porosity (Bed Porosity (ε)): 0.4 -
#   dp (Media Diameter (dp)): 0.002 m
#   kSlip (Charge Slip Factor): 0.85 -
#   rho (Slurry Density): 1800 kg/m³
#   rheologyMode (Rheology Mode): herschel-bulkley -
#   K (Consistency Index (K)): 0.5 Pa·sⁿ
#   n (Flow Index (n)): 0.4 -
#   tauY (Yield Stress (τy)): 50 Pa
#   m (Regularization (m)): 1000 s
#   muMin (Min Viscosity Clamp): 0.0001 Pa·s
#   muMax (Max Viscosity Clamp): 1000 Pa·s
#   A_ergun (Ergun Viscous Const (A)): 150 -
#   B_ergun (Forchheimer Inertial Const (B)): 1.75 -
#   C_gamma (Pore Shear Constant (Cγ)): 1 -
#   closureSource (Closure Source): manual -
#   N (Grid Resolution (N)): 128 -
#   nSub (Sub-steps per frame): 1 -
#   cfl (CFL Number): 2 -
#   maxDt (Max Time Step (Δt)): 0.002 s
#   fixedDt (Fixed Time Step (0=adaptive)): 0 s
#   nVisc (Viscous Iterations): 12 -
#   etaPenal (Penalization Time (η)): 0.0001 s
#   advectionScheme (Advection Scheme): maccormack -
#   N_rve (RVE Resolution): 256 -
#   rvePhi (RVE Solid Fraction (1-ε)): 0.6 -
#   rvePacking (RVE Packing): hexagonal -
#   rveSeed (RVE PRNG Seed): 12345 -
#   rveFx (RVE Body Force (fx)): 1 m/s²
# Derived Parameters:
#   Mill Radius R: 0.5000 m
#   Domain Size L: 1.0240 m
#   Cell Size dx: 8.000 mm
#   Critical Speed Nc: 42.34 rpm (0.706 rev/s)
#   Angular Velocity omega: 3.3254 rad/s
#   Tip Speed: 1.663 m/s
#   Permeability K_perm: 4.7407e-9 m^2
#   Pore Shear Rate: 9055.7 s^-1
#
time_s,dt_s,torque_Nm_m,power_W_m,mean_shear_bed_s1,mean_shear_free_s1,max_vel_m_s,yielded_fraction,kinetic_energy_J_m,max_div_s1
0.0020,2.0000e-3,55352.306,184069.238,0.00,0.00,1.8384,0.0000,1006.3154,3.6388e-5
0.0220,2.0000e-3,2448.365,8141.824,1.41,8.57,1.7195,0.9863,1338.6385,6.9009e-6
0.0420,2.0000e-3,2259.087,7512.396,1.39,8.26,1.7194,0.9850,1352.9502,5.4480e-6
0.0620,2.0000e-3,2206.866,7338.739,1.40,7.98,1.7187,0.9879,1362.3958,5.4830e-6
0.0820,2.0000e-3,2212.135,7356.261,1.40,7.71,1.7182,0.9886,1370.2546,5.2341e-6
0.1020,2.0000e-3,2196.702,7304.941,1.39,7.48,1.7175,0.9886,1377.0590,4.7215e-6
0.1220,2.0000e-3,2154.556,7164.788,1.40,7.28,1.7175,0.9886,1383.2097,4.7875e-6
0.1420,2.0000e-3,2112.228,7024.030,1.39,7.09,1.7178,0.9892,1389.2274,4.8840e-6
0.1620,2.0000e-3,2096.157,6970.587,1.39,6.89,1.7183,0.9886,1395.1198,5.3098e-6
0.1820,2.0000e-3,2079.243,6914.340,1.38,6.69,1.7190,0.9831,1400.7332,5.6141e-6
0.2020,2.0000e-3,2069.855,6883.122,1.38,6.50,1.7194,0.9778,1406.0990,5.5920e-6
0.2220,2.0000e-3,2058.268,6844.590,1.38,6.32,1.7193,0.9755,1411.1079,5.5280e-6
0.2420,2.0000e-3,2049.664,6815.979,1.38,6.16,1.7186,0.9783,1415.8375,5.4265e-6
0.2620,2.0000e-3,2043.401,6795.151,1.38,6.00,1.7189,0.9805,1420.4074,5.6970e-6
0.2820,2.0000e-3,2039.633,6782.620,1.38,5.87,1.7185,0.9818,1424.6534,5.6532e-6
0.3020,2.0000e-3,2073.302,6894.582,1.40,5.73,1.7181,0.9853,1428.8951,5.2696e-6
0.3220,2.0000e-3,2109.234,7014.073,1.39,5.61,1.7177,0.9874,1433.1675,5.0232e-6
0.3420,2.0000e-3,2110.534,7018.394,1.39,5.51,1.7172,0.9884,1437.2908,4.8696e-6
0.3620,2.0000e-3,2077.906,6909.893,1.39,5.42,1.7174,0.9895,1441.3920,4.5698e-6
0.3820,2.0000e-3,2050.052,6817.267,1.38,5.35,1.7178,0.9885,1445.6935,5.1442e-6
0.4020,2.0000e-3,2037.879,6776.789,1.38,5.25,1.7183,0.9866,1450.0956,5.3084e-6
0.4220,2.0000e-3,2031.836,6756.693,1.38,5.14,1.7188,0.9816,1454.4574,5.3722e-6
