# MillDynamics2 Simulation Export
# ExportedAt: 2026-08-16T11:33:12.919Z
# Parameter Metadata Block:
#   D (Mill Diameter): 1 m
#   margin (Domain Margin): 0.012 -
#   nLifters (Lifter Count): 8 -
#   hLifter (Lifter Height): 0.025 m
#   wLifter (Lifter Width): 0.02 m
#   alphaLifter (Lifter Face Angle): 0 deg
#   millRpm (Mill Speed): 31.755347989391172 rpm
#   rotDirection (Rotation Direction): CCW -
#   gravity (Gravity): 9.81 m/s²
#   fillJ (Fill Fraction (J)): 0.3 -
#   thetaRepose (Dynamic Angle of Repose): 40 deg
#   porosity (Bed Porosity (ε)): 0.4 -
#   dp (Media Diameter (dp)): 0.002 m
#   kSlip (Charge Slip Factor): 0.85 -
#   rho (Slurry Density): 1800 kg/m³
#   rheologyMode (Rheology Mode): herschel-bulkley -
#   K (Viscosity / Consistency (K)): 0.5 Pa·sⁿ
#   n (Flow Index (n)): 0.7 -
#   tauY (Yield Stress (τy)): 20 Pa
#   m (Regularization (m)): 50000 s
#   muMin (Min Viscosity Clamp): 0.0001 Pa·s
#   muMax (Max Viscosity Clamp): 1000 Pa·s
#   A_ergun (Ergun Viscous Const (A)): 150 -
#   B_ergun (Forchheimer Inertial Const (B)): 1.75 -
#   C_gamma (Pore Shear Constant (Cγ)): 1 -
#   closureSource (Closure Source): manual -
#   N (Grid Resolution (N)): 128 -
#   nSub (Sub-steps per frame): 1 -
#   cfl (CFL Number): 2 -
#   maxDt (Max Time Step (Δt)): 0.002 s
#   fixedDt (Fixed Time Step (0=adaptive)): 0 s
#   nVisc (Viscous Iterations): 12 -
#   etaPenal (Penalization Time (η)): 0.0001 s
#   advectionScheme (Advection Scheme): maccormack -
#   N_rve (RVE Resolution): 256 -
#   rvePhi (RVE Solid Fraction (1-ε)): 0.6 -
#   rvePacking (RVE Packing): hexagonal -
#   rveSeed (RVE PRNG Seed): 12345 -
#   rveFx (RVE Body Force (fx)): 1 m/s²
# Derived Parameters:
#   Mill Radius R: 0.5000 m
#   Domain Size L: 1.0240 m
#   Cell Size dx: 8.000 mm
#   Critical Speed Nc: 42.34 rpm (0.706 rev/s)
#   Speed Fraction: 75.00 %Nc
#   Angular Velocity omega: 3.3254 rad/s
#   Tip Speed: 1.663 m/s
#   Permeability K_perm: 4.7407e-9 m^2
#   Pore Shear Rate: 9055.7 s^-1
#
time_s,dt_s,torque_Nm_m,power_W_m,mean_shear_bed_s1,mean_shear_free_s1,max_vel_m_s,yielded_fraction,kinetic_energy_J_m,max_div_s1
0.0020,2.0000e-3,54887.586,182523.851,0.00,0.00,1.8305,0.0000,1012.7690,3.6074e-5
0.0220,2.0000e-3,2872.705,9552.928,1.35,8.69,1.7308,0.9976,1347.6100,6.6338e-6
0.0420,2.0000e-3,2692.580,8953.939,1.34,8.46,1.7305,0.9988,1361.6810,5.5466e-6
0.0620,2.0000e-3,2639.805,8778.440,1.35,8.25,1.7396,0.9988,1371.1548,5.5832e-6
0.0820,2.0000e-3,2643.346,8790.215,1.36,8.05,1.7358,0.9985,1379.1190,5.3391e-6
0.1020,2.0000e-3,2631.905,8752.170,1.35,7.87,1.7475,0.9990,1385.9627,4.8229e-6
0.1220,2.0000e-3,2584.625,8594.943,1.36,7.71,1.7283,0.9989,1392.1439,4.9187e-6
0.1420,2.0000e-3,2539.983,8446.490,1.35,7.55,1.7287,0.9990,1398.1299,4.9983e-6
0.1620,2.0000e-3,2515.421,8364.812,1.34,7.38,1.7293,0.9990,1403.9120,5.4190e-6
0.1820,2.0000e-3,2508.006,8340.156,1.34,7.20,1.7298,0.9988,1409.3594,5.7051e-6
0.2020,2.0000e-3,2502.629,8322.274,1.34,7.02,1.7302,0.9980,1414.5213,5.6741e-6
0.2220,2.0000e-3,2501.328,8317.946,1.33,6.84,1.7298,0.9956,1419.3645,5.6002e-6
0.2420,2.0000e-3,2495.888,8299.857,1.33,6.68,1.7299,0.9928,1423.9594,5.5128e-6
0.2620,2.0000e-3,2488.623,8275.698,1.33,6.51,1.7302,0.9989,1428.3340,5.8014e-6
0.2820,2.0000e-3,2478.951,8243.534,1.34,6.37,1.7294,0.9987,1432.4132,5.7419e-6
0.3020,2.0000e-3,2505.810,8332.850,1.35,6.23,1.7289,0.9993,1436.4355,5.3570e-6
0.3220,2.0000e-3,2546.791,8469.131,1.35,6.12,1.7283,0.9993,1440.5346,5.1192e-6
0.3420,2.0000e-3,2550.950,8482.961,1.35,6.01,1.7280,0.9992,1444.4364,4.9813e-6
0.3620,2.0000e-3,2514.809,8362.778,1.35,5.93,1.7282,0.9989,1448.3355,4.7026e-6
0.3820,2.0000e-3,2487.852,8273.135,1.34,5.87,1.7287,0.9985,1452.5730,5.2698e-6
0.4020,2.0000e-3,2470.014,8213.814,1.34,5.80,1.7292,0.9981,1456.9432,5.4146e-6
0.4220,2.0000e-3,2467.424,8205.202,1.34,5.70,1.7296,0.9980,1461.2985,5.4626e-6
0.4420,2.0000e-3,2469.177,8211.032,1.33,5.58,1.7300,0.9975,1465.5600,5.7871e-6
