# MillDynamics2 Simulation Export
# ExportedAt: 2026-08-16T11:04:43.628Z
# Parameter Metadata Block:
#   D (Mill Diameter): 1 m
#   margin (Domain Margin): 0.012 -
#   nLifters (Lifter Count): 8 -
#   hLifter (Lifter Height): 0.025 m
#   wLifter (Lifter Width): 0.02 m
#   alphaLifter (Lifter Face Angle): 0 deg
#   millRpm (Mill Speed): 31.755347989391172 rpm
#   rotDirection (Rotation Direction): CCW -
#   gravity (Gravity): 9.81 m/s²
#   fillJ (Fill Fraction (J)): 0.3 -
#   thetaRepose (Dynamic Angle of Repose): 40 deg
#   porosity (Bed Porosity (ε)): 0.4 -
#   dp (Media Diameter (dp)): 0.002 m
#   kSlip (Charge Slip Factor): 0.85 -
#   rho (Slurry Density): 1800 kg/m³
#   rheologyMode (Rheology Mode): herschel-bulkley -
#   K (Viscosity / Consistency (K)): 0.5 Pa·sⁿ
#   n (Flow Index (n)): 1 -
#   tauY (Yield Stress (τy)): 50 Pa
#   m (Regularization (m)): 1000 s
#   muMin (Min Viscosity Clamp): 0.0001 Pa·s
#   muMax (Max Viscosity Clamp): 1000 Pa·s
#   A_ergun (Ergun Viscous Const (A)): 150 -
#   B_ergun (Forchheimer Inertial Const (B)): 1.75 -
#   C_gamma (Pore Shear Constant (Cγ)): 1 -
#   closureSource (Closure Source): manual -
#   N (Grid Resolution (N)): 128 -
#   nSub (Sub-steps per frame): 1 -
#   cfl (CFL Number): 2 -
#   maxDt (Max Time Step (Δt)): 0.002 s
#   fixedDt (Fixed Time Step (0=adaptive)): 0 s
#   nVisc (Viscous Iterations): 12 -
#   etaPenal (Penalization Time (η)): 0.0001 s
#   advectionScheme (Advection Scheme): maccormack -
#   N_rve (RVE Resolution): 256 -
#   rvePhi (RVE Solid Fraction (1-ε)): 0.6 -
#   rvePacking (RVE Packing): hexagonal -
#   rveSeed (RVE PRNG Seed): 12345 -
#   rveFx (RVE Body Force (fx)): 1 m/s²
# Derived Parameters:
#   Mill Radius R: 0.5000 m
#   Domain Size L: 1.0240 m
#   Cell Size dx: 8.000 mm
#   Critical Speed Nc: 42.34 rpm (0.706 rev/s)
#   Speed Fraction: 75.00 %Nc
#   Angular Velocity omega: 3.3254 rad/s
#   Tip Speed: 1.663 m/s
#   Permeability K_perm: 4.7407e-9 m^2
#   Pore Shear Rate: 9055.7 s^-1
#
time_s,dt_s,torque_Nm_m,power_W_m,mean_shear_bed_s1,mean_shear_free_s1,max_vel_m_s,yielded_fraction,kinetic_energy_J_m,max_div_s1
0.0020,2.0000e-3,52465.682,174470.023,0.00,0.00,1.8430,0.0000,1029.7778,3.6062e-5
0.0220,2.0000e-3,3728.600,12399.132,1.28,8.43,1.7260,0.9853,1355.4764,6.3649e-6
0.0420,2.0000e-3,3545.225,11789.335,1.29,8.07,1.7252,0.9905,1369.1380,5.5883e-6
0.0620,2.0000e-3,3504.718,11654.632,1.30,7.76,1.7256,0.9919,1378.5298,5.6293e-6
0.0820,2.0000e-3,3513.474,11683.750,1.30,7.48,1.7262,0.9914,1386.3184,5.3733e-6
0.1020,2.0000e-3,3502.165,11646.141,1.30,7.24,1.7257,0.9922,1393.1858,4.8603e-6
0.1220,2.0000e-3,3450.761,11475.203,1.30,7.00,1.7252,0.9921,1399.5463,4.9728e-6
0.1420,2.0000e-3,3395.779,11292.367,1.29,6.79,1.7245,0.9905,1405.6180,5.0521e-6
0.1620,2.0000e-3,3358.269,11167.630,1.29,6.60,1.7233,0.9905,1411.6378,5.4669e-6
0.1820,2.0000e-3,3346.465,11128.377,1.29,6.40,1.7227,0.9878,1417.3564,5.7551e-6
0.2020,2.0000e-3,3344.188,11120.805,1.28,6.21,1.7264,0.9822,1422.8335,5.7152e-6
0.2220,2.0000e-3,3337.576,11098.817,1.28,6.04,1.7271,0.9757,1428.0571,5.6227e-6
0.2420,2.0000e-3,3332.635,11082.386,1.28,5.87,1.7265,0.9758,1433.0035,5.5318e-6
0.2620,2.0000e-3,3323.298,11051.337,1.28,5.72,1.7250,0.9801,1437.6518,5.8398e-6
0.2820,2.0000e-3,3314.250,11021.246,1.29,5.60,1.7243,0.9867,1442.0263,5.7901e-6
0.3020,2.0000e-3,3348.054,11133.661,1.30,5.46,1.7253,0.9882,1446.3933,5.4021e-6
0.3220,2.0000e-3,3388.216,11267.216,1.30,5.34,1.7259,0.9902,1450.6585,5.1703e-6
0.3420,2.0000e-3,3403.780,11318.973,1.30,5.24,1.7255,0.9904,1454.8350,5.0111e-6
0.3620,2.0000e-3,3359.257,11170.914,1.30,5.13,1.7251,0.9900,1459.0455,4.7381e-6
0.3820,2.0000e-3,3322.671,11049.251,1.29,5.04,1.7242,0.9885,1463.4802,5.3104e-6
0.4020,2.0000e-3,3289.274,10938.192,1.29,4.95,1.7229,0.9866,1468.0744,5.4579e-6
0.4220,2.0000e-3,3295.224,10957.979,1.29,4.84,1.7233,0.9848,1472.6336,5.4952e-6
0.4420,2.0000e-3,3299.730,10972.962,1.28,4.71,1.7258,0.9810,1477.1557,5.8138e-6
