# MillDynamics2 Simulation Export
# ExportedAt: 2026-08-16T11:15:34.962Z
# Parameter Metadata Block:
#   D (Mill Diameter): 1 m
#   margin (Domain Margin): 0.012 -
#   nLifters (Lifter Count): 8 -
#   hLifter (Lifter Height): 0.025 m
#   wLifter (Lifter Width): 0.02 m
#   alphaLifter (Lifter Face Angle): 0 deg
#   millRpm (Mill Speed): 31.755347989391172 rpm
#   rotDirection (Rotation Direction): CCW -
#   gravity (Gravity): 9.81 m/s²
#   fillJ (Fill Fraction (J)): 0.45 -
#   thetaRepose (Dynamic Angle of Repose): 40 deg
#   porosity (Bed Porosity (ε)): 0.4 -
#   dp (Media Diameter (dp)): 0.002 m
#   kSlip (Charge Slip Factor): 0.85 -
#   rho (Slurry Density): 1800 kg/m³
#   rheologyMode (Rheology Mode): herschel-bulkley -
#   K (Viscosity / Consistency (K)): 0.5 Pa·sⁿ
#   n (Flow Index (n)): 0.7 -
#   tauY (Yield Stress (τy)): 5 Pa
#   m (Regularization (m)): 1000 s
#   muMin (Min Viscosity Clamp): 0.0001 Pa·s
#   muMax (Max Viscosity Clamp): 1000 Pa·s
#   A_ergun (Ergun Viscous Const (A)): 150 -
#   B_ergun (Forchheimer Inertial Const (B)): 1.75 -
#   C_gamma (Pore Shear Constant (Cγ)): 1 -
#   closureSource (Closure Source): manual -
#   N (Grid Resolution (N)): 128 -
#   nSub (Sub-steps per frame): 1 -
#   cfl (CFL Number): 2 -
#   maxDt (Max Time Step (Δt)): 0.002 s
#   fixedDt (Fixed Time Step (0=adaptive)): 0 s
#   nVisc (Viscous Iterations): 12 -
#   etaPenal (Penalization Time (η)): 0.0001 s
#   advectionScheme (Advection Scheme): maccormack -
#   N_rve (RVE Resolution): 256 -
#   rvePhi (RVE Solid Fraction (1-ε)): 0.6 -
#   rvePacking (RVE Packing): hexagonal -
#   rveSeed (RVE PRNG Seed): 12345 -
#   rveFx (RVE Body Force (fx)): 1 m/s²
# Derived Parameters:
#   Mill Radius R: 0.5000 m
#   Domain Size L: 1.0240 m
#   Cell Size dx: 8.000 mm
#   Critical Speed Nc: 42.34 rpm (0.706 rev/s)
#   Speed Fraction: 75.00 %Nc
#   Angular Velocity omega: 3.3254 rad/s
#   Tip Speed: 1.663 m/s
#   Permeability K_perm: 4.7407e-9 m^2
#   Pore Shear Rate: 9055.7 s^-1
#
time_s,dt_s,torque_Nm_m,power_W_m,mean_shear_bed_s1,mean_shear_free_s1,max_vel_m_s,yielded_fraction,kinetic_energy_J_m,max_div_s1
0.0020,2.0000e-3,52075.737,173173.296,0.00,0.00,1.9035,0.0000,1051.0722,3.6047e-5
0.0220,2.0000e-3,3195.713,10627.063,1.09,8.95,1.7323,0.9996,1453.3530,5.7835e-6
0.0420,2.0000e-3,3108.286,10336.332,1.08,8.70,1.7325,0.9996,1464.2281,5.5807e-6
0.0620,2.0000e-3,3060.455,10177.275,1.08,8.50,1.7313,0.9998,1470.8698,5.6309e-6
0.0820,2.0000e-3,3033.635,10088.088,1.08,8.29,1.7313,0.9998,1476.4327,5.3910e-6
0.1020,2.0000e-3,3016.204,10030.121,1.08,8.09,1.7388,0.9998,1481.3068,4.8749e-6
0.1220,2.0000e-3,3006.573,9998.096,1.08,7.89,1.7307,0.9998,1485.6893,4.9920e-6
0.1420,2.0000e-3,2998.495,9971.233,1.08,7.69,1.7306,0.9997,1489.7384,5.0771e-6
0.1620,2.0000e-3,2993.396,9954.276,1.07,7.49,1.7313,0.9993,1493.5331,5.4558e-6
0.1820,2.0000e-3,2977.283,9900.694,1.07,7.29,1.7316,0.9992,1497.1126,5.7518e-6
0.2020,2.0000e-3,2951.257,9814.146,1.07,7.13,1.7323,0.9993,1500.3686,5.7305e-6
0.2220,2.0000e-3,2945.032,9793.446,1.07,7.00,1.7322,0.9992,1503.6487,6.6556e-6
0.2420,2.0000e-3,2968.731,9872.256,1.07,6.86,1.7335,0.9995,1507.0056,6.3646e-6
0.2620,2.0000e-3,2974.817,9892.494,1.08,6.72,1.7333,0.9993,1509.9570,5.8285e-6
0.2820,2.0000e-3,2969.955,9876.325,1.08,6.58,1.7320,0.9995,1512.8822,5.8025e-6
0.3020,2.0000e-3,2967.661,9868.695,1.08,6.45,1.7308,0.9993,1515.8739,5.4358e-6
0.3220,2.0000e-3,2962.620,9851.933,1.08,6.32,1.7301,0.9994,1518.8823,5.2067e-6
0.3420,2.0000e-3,2961.902,9849.547,1.08,6.19,1.7293,0.9996,1521.8670,5.0668e-6
0.3620,2.0000e-3,2960.599,9845.213,1.08,6.06,1.7320,0.9997,1524.7949,5.0131e-6
0.3820,2.0000e-3,2960.070,9843.453,1.08,5.93,1.7345,0.9997,1527.6656,5.2782e-6
0.4020,2.0000e-3,2957.397,9834.565,1.07,5.80,1.7313,0.9995,1530.4716,5.4355e-6
0.4220,2.0000e-3,2944.059,9790.210,1.07,5.66,1.7319,0.9996,1533.1938,5.5062e-6
0.4420,2.0000e-3,2925.665,9729.043,1.06,5.56,1.7326,0.9993,1535.7320,5.9453e-6
0.4620,2.0000e-3,2927.764,9736.024,1.07,5.47,1.7323,0.9994,1538.4494,6.8592e-6
0.4820,2.0000e-3,2955.477,9828.180,1.07,5.35,1.7337,0.9993,1541.1017,6.3125e-6
0.5020,2.0000e-3,2959.797,9842.547,1.07,5.22,1.7332,0.9993,1543.3483,5.7871e-6
0.5220,2.0000e-3,2954.662,9825.471,1.08,5.09,1.7319,0.9994,1545.5808,5.6899e-6
0.5420,2.0000e-3,2954.486,9824.885,1.08,4.96,1.7308,0.9992,1547.8712,5.7041e-6
0.5620,2.0000e-3,2953.830,9822.702,1.08,4.84,1.7301,0.9993,1550.1716,5.7455e-6
0.5820,2.0000e-3,2955.405,9827.940,1.08,4.72,1.7297,0.9994,1552.4707,5.7754e-6
0.6020,2.0000e-3,2955.003,9826.602,1.08,4.61,1.7303,0.9994,1554.7652,5.7952e-6
0.6220,2.0000e-3,2955.253,9827.434,1.08,4.49,1.7311,0.9997,1557.0387,5.7274e-6
0.6420,2.0000e-3,2953.825,9822.686,1.07,4.37,1.7316,0.9995,1559.2957,5.5259e-6
0.6620,2.0000e-3,2938.589,9772.020,1.07,4.25,1.7322,0.9995,1561.4510,5.8184e-6
0.6820,2.0000e-3,2918.929,9706.643,1.06,4.17,1.7327,0.9991,1563.4552,6.1866e-6
0.7020,2.0000e-3,2926.872,9733.057,1.06,4.08,1.7327,0.9993,1565.6370,6.8453e-6
0.7220,2.0000e-3,2953.784,9822.550,1.07,3.98,1.7340,0.9989,1567.5313,6.1438e-6
0.7420,2.0000e-3,2957.026,9833.329,1.07,3.86,1.7333,0.9987,1568.9973,5.7875e-6
0.7620,2.0000e-3,2953.263,9820.817,1.08,3.74,1.7320,0.9993,1570.3820,5.8100e-6
0.7820,2.0000e-3,2953.909,9822.964,1.08,3.62,1.7309,0.9992,1571.7178,5.8987e-6
0.8020,2.0000e-3,2953.776,9822.525,1.08,3.51,1.7300,0.9991,1572.9952,5.9718e-6
0.8220,2.0000e-3,2953.822,9822.676,1.08,3.40,1.7302,0.9992,1574.2682,5.9956e-6
