# MillDynamics2 Simulation Export
# ExportedAt: 2026-08-16T10:55:37.704Z
# Parameter Metadata Block:
#   D (Mill Diameter): 1 m
#   margin (Domain Margin): 0.012 -
#   nLifters (Lifter Count): 8 -
#   hLifter (Lifter Height): 0.025 m
#   wLifter (Lifter Width): 0.02 m
#   alphaLifter (Lifter Face Angle): 0 deg
#   millRpm (Mill Speed): 31.755347989391172 rpm
#   rotDirection (Rotation Direction): CCW -
#   gravity (Gravity): 9.81 m/s²
#   fillJ (Fill Fraction (J)): 0.3 -
#   thetaRepose (Dynamic Angle of Repose): 40 deg
#   porosity (Bed Porosity (ε)): 0.4 -
#   dp (Media Diameter (dp)): 0.002 m
#   kSlip (Charge Slip Factor): 0.85 -
#   rho (Slurry Density): 1800 kg/m³
#   rheologyMode (Rheology Mode): herschel-bulkley -
#   K (Viscosity / Consistency (K)): 0.5 Pa·sⁿ
#   n (Flow Index (n)): 0.4 -
#   tauY (Yield Stress (τy)): 0 Pa
#   m (Regularization (m)): 1000 s
#   muMin (Min Viscosity Clamp): 0.0001 Pa·s
#   muMax (Max Viscosity Clamp): 1000 Pa·s
#   A_ergun (Ergun Viscous Const (A)): 150 -
#   B_ergun (Forchheimer Inertial Const (B)): 1.75 -
#   C_gamma (Pore Shear Constant (Cγ)): 1 -
#   closureSource (Closure Source): manual -
#   N (Grid Resolution (N)): 128 -
#   nSub (Sub-steps per frame): 1 -
#   cfl (CFL Number): 2 -
#   maxDt (Max Time Step (Δt)): 0.002 s
#   fixedDt (Fixed Time Step (0=adaptive)): 0 s
#   nVisc (Viscous Iterations): 12 -
#   etaPenal (Penalization Time (η)): 0.0001 s
#   advectionScheme (Advection Scheme): maccormack -
#   N_rve (RVE Resolution): 256 -
#   rvePhi (RVE Solid Fraction (1-ε)): 0.6 -
#   rvePacking (RVE Packing): hexagonal -
#   rveSeed (RVE PRNG Seed): 12345 -
#   rveFx (RVE Body Force (fx)): 1 m/s²
# Derived Parameters:
#   Mill Radius R: 0.5000 m
#   Domain Size L: 1.0240 m
#   Cell Size dx: 8.000 mm
#   Critical Speed Nc: 42.34 rpm (0.706 rev/s)
#   Speed Fraction: 75.00 %Nc
#   Angular Velocity omega: 3.3254 rad/s
#   Tip Speed: 1.663 m/s
#   Permeability K_perm: 4.7407e-9 m^2
#   Pore Shear Rate: 9055.7 s^-1
#
time_s,dt_s,torque_Nm_m,power_W_m,mean_shear_bed_s1,mean_shear_free_s1,max_vel_m_s,yielded_fraction,kinetic_energy_J_m,max_div_s1
0.0020,2.0000e-3,55318.264,183956.034,0.00,0.00,1.8266,1.0000,1008.4424,3.6086e-5
0.0220,2.0000e-3,2270.920,7551.746,1.51,8.81,1.7286,1.0000,1344.4818,6.7821e-6
0.0420,2.0000e-3,2102.778,6992.604,1.46,8.72,1.7292,1.0000,1360.6025,5.3930e-6
0.0620,2.0000e-3,2050.545,6818.907,1.47,8.64,1.7943,1.0000,1370.3698,5.1146e-6
0.0820,2.0000e-3,2047.904,6810.124,1.48,8.54,1.8291,1.0000,1378.6639,4.9015e-6
0.1020,2.0000e-3,2032.309,6758.266,1.48,8.46,1.8558,1.0000,1385.7506,4.3977e-6
0.1220,2.0000e-3,1994.464,6632.415,1.48,8.38,1.8423,1.0000,1392.0639,4.6078e-6
0.1420,2.0000e-3,1960.449,6519.302,1.47,8.32,1.7996,1.0000,1398.2273,4.8452e-6
0.1620,2.0000e-3,1940.632,6453.403,1.46,8.22,1.7665,1.0000,1404.1378,5.0052e-6
0.1820,2.0000e-3,1931.613,6423.408,1.46,8.11,1.7296,1.0000,1409.6944,5.2932e-6
0.2020,2.0000e-3,1923.266,6395.654,1.46,7.99,1.7640,1.0000,1414.9351,5.2864e-6
0.2220,2.0000e-3,1914.359,6366.034,1.46,7.89,1.8126,1.0000,1419.7904,5.2560e-6
0.2420,2.0000e-3,1909.201,6348.881,1.46,7.77,1.8467,1.0000,1424.4116,5.1720e-6
0.2620,2.0000e-3,1907.463,6343.100,1.46,7.66,1.8444,1.0000,1428.8326,5.3321e-6
0.2820,2.0000e-3,1905.351,6336.077,1.46,7.55,1.8916,1.0000,1432.9694,5.2546e-6
0.3020,2.0000e-3,1922.149,6391.937,1.48,7.45,1.8966,1.0000,1436.9790,4.9068e-6
0.3220,2.0000e-3,1952.515,6492.918,1.48,7.38,1.9000,1.0000,1441.0996,4.7259e-6
0.3420,2.0000e-3,1948.847,6480.720,1.48,7.34,1.9171,1.0000,1444.9077,4.7279e-6
0.3620,2.0000e-3,1929.445,6416.201,1.48,7.34,1.9157,1.0000,1448.7662,4.7249e-6
0.3820,2.0000e-3,1912.559,6360.047,1.47,7.34,1.9073,1.0000,1453.0801,4.8711e-6
0.4020,2.0000e-3,1905.188,6335.536,1.47,7.31,1.8992,1.0000,1457.6531,5.0146e-6
0.4220,2.0000e-3,1902.310,6325.966,1.46,7.27,1.8740,1.0000,1462.3604,5.1037e-6
0.4420,2.0000e-3,1896.413,6306.356,1.46,7.21,1.8333,1.0000,1467.0320,5.4133e-6
